sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
none	none	0	0	0	0	5	818	1	1	1
none	none	0	0	0	0	5	797	1	1	1
none	none	0	0	0	0	5	835	1	1	1
none	none	0	0	0	0	5	737	1	1	1
none	none	0	0	0	0	5	817	1	1	1
none	none	0	0	0	0	20	3226	1	1	1
none	none	0	0	0	0	20	3144	1	1	1
none	none	0	0	0	0	20	2960	1	1	1
none	none	0	0	0	0	20	2978	1	1	1
none	none	0	0	0	0	20	3153	1	1	1
ps	none	0	0	0	0	5	790	1	1	1
ps	none	0	0	0	0	5	770	1	1	1
ps	none	0	0	0	0	5	738	1	1	1
ps	none	0	0	0	0	5	735	1	1	1
ps	none	0	0	0	0	5	729	1	1	1
ps	none	0	0	0	0	20	2893	1	1	1
ps	none	0	0	0	0	20	2933	1	1	1
ps	none	0	0	0	0	20	2921	1	1	1
ps	none	0	0	0	0	20	2939	1	1	1
ps	none	0	0	0	0	20	2942	1	1	1
ds	none	0	0	0	0	5	1732	1	1	1
ds	none	0	0	0	0	5	1627	1	1	1
ds	none	0	0	0	0	5	1637	1	1	1
ds	none	0	0	0	0	5	1626	1	1	1
ds	none	0	0	0	0	5	1641	1	1	1
ds	none	0	0	0	0	20	6991	1	1	1
ds	none	0	0	0	0	20	6602	1	1	1
ds	none	0	0	0	0	20	6844	1	1	1
ds	none	0	0	0	0	20	7009	1	1	1
ds	none	0	0	0	0	20	6927	1	1	1
