sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
none	none	0	0	0	0	5	748	0.523713371183365	0.799289284259383	0.997847737870399
none	none	0	0	0	0	5	736	0.523713371183365	0.799289284259383	0.997847737870399
none	none	0	0	0	0	5	807	0.523713371183365	0.799289284259383	0.997847737870399
none	none	0	0	0	0	5	719	0.523713371183365	0.799289284259383	0.997847737870399
none	none	0	0	0	0	5	715	0.523713371183365	0.799289284259383	0.997847737870399
none	none	0	0	0	0	20	2897	0.53263196917066	0.800120098528588	0.997882452829827
none	none	0	0	0	0	20	2952	0.53263196917066	0.800120098528588	0.997882452829827
none	none	0	0	0	0	20	2982	0.53263196917066	0.800120098528588	0.997882452829827
none	none	0	0	0	0	20	2890	0.53263196917066	0.800120098528588	0.997882452829827
none	none	0	0	0	0	20	2881	0.53263196917066	0.800120098528588	0.997882452829827
ps	none	0	0	0	0	5	748	0.62615719812547	0.816037181320148	0.999023906824363
ps	none	0	0	0	0	5	758	0.62615719812547	0.816037181320148	0.999023906824363
ps	none	0	0	0	0	5	741	0.62615719812547	0.816037181320148	0.999023906824363
ps	none	0	0	0	0	5	745	0.62615719812547	0.816037181320148	0.999023906824363
ps	none	0	0	0	0	5	757	0.62615719812547	0.816037181320148	0.999023906824363
ps	none	0	0	0	0	20	2949	0.629826133082887	0.816775815639675	0.998296527839668
ps	none	0	0	0	0	20	2957	0.629826133082887	0.816775815639675	0.998296527839668
ps	none	0	0	0	0	20	2965	0.629826133082887	0.816775815639675	0.998296527839668
ps	none	0	0	0	0	20	2954	0.629826133082887	0.816775815639675	0.998296527839668
ps	none	0	0	0	0	20	2938	0.629826133082887	0.816775815639675	0.998296527839668
ds	none	0	0	0	0	5	1595	0.628874536408799	0.818633640602513	0.999033725373577
ds	none	0	0	0	0	5	1633	0.628874536408799	0.818633640602513	0.999033725373577
ds	none	0	0	0	0	5	1626	0.628874536408799	0.818633640602513	0.999033725373577
ds	none	0	0	0	0	5	1636	0.628874536408799	0.818633640602513	0.999033725373577
ds	none	0	0	0	0	5	1658	0.628874536408799	0.818633640602513	0.999033725373577
ds	none	0	0	0	0	20	6567	0.630307768643839	0.819357103717644	0.998074091521336
ds	none	0	0	0	0	20	6483	0.630307768643839	0.819357103717644	0.998074091521336
ds	none	0	0	0	0	20	6460	0.630307768643839	0.819357103717644	0.998074091521336
ds	none	0	0	0	0	20	6899	0.630307768643839	0.819357103717644	0.998074091521336
ds	none	0	0	0	0	20	6975	0.630307768643839	0.819357103717644	0.998074091521336
