sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
none	none	0	0	0	0	5	732	-0.355627797133748	0.451917353603601	0.994192876217798
none	none	0	0	0	0	5	735	-0.355627797133748	0.451917353603601	0.994192876217798
none	none	0	0	0	0	5	782	-0.355627797133748	0.451917353603601	0.994192876217798
none	none	0	0	0	0	5	706	-0.355627797133748	0.451917353603601	0.994192876217798
none	none	0	0	0	0	5	739	-0.355627797133748	0.451917353603601	0.994192876217798
none	none	0	0	0	0	20	2904	-0.837071646912766	0.456732608510928	0.994480255076401
none	none	0	0	0	0	20	2886	-0.837071646912766	0.456732608510928	0.994480255076401
none	none	0	0	0	0	20	2906	-0.837071646912766	0.456732608510928	0.994480255076401
none	none	0	0	0	0	20	3114	-0.837071646912766	0.456732608510928	0.994480255076401
none	none	0	0	0	0	20	3074	-0.837071646912766	0.456732608510928	0.994480255076401
ps	none	0	0	0	0	5	873	-0.0234280558895949	0.46634832450777	0.99109850938031
ps	none	0	0	0	0	5	747	-0.0234280558895949	0.46634832450777	0.99109850938031
ps	none	0	0	0	0	5	768	-0.0234280558895949	0.46634832450777	0.99109850938031
ps	none	0	0	0	0	5	745	-0.0234280558895949	0.46634832450777	0.99109850938031
ps	none	0	0	0	0	5	774	-0.0234280558895949	0.46634832450777	0.99109850938031
ps	none	0	0	0	0	20	3002	0.0242623053987156	0.47459459406689	0.996701665624003
ps	none	0	0	0	0	20	2986	0.0242623053987156	0.47459459406689	0.996701665624003
ps	none	0	0	0	0	20	3179	0.0242623053987156	0.47459459406689	0.996701665624003
ps	none	0	0	0	0	20	2962	0.0242623053987156	0.47459459406689	0.996701665624003
ps	none	0	0	0	0	20	2966	0.0242623053987156	0.47459459406689	0.996701665624003
ds	none	0	0	0	0	5	1604	0.00864317474353147	0.474618286943906	0.994830289732078
ds	none	0	0	0	0	5	1638	0.00864317474353147	0.474618286943906	0.994830289732078
ds	none	0	0	0	0	5	1641	0.00864317474353147	0.474618286943906	0.994830289732078
ds	none	0	0	0	0	5	1873	0.00864317474353147	0.474618286943906	0.994830289732078
ds	none	0	0	0	0	5	1825	0.00864317474353147	0.474618286943906	0.994830289732078
ds	none	0	0	0	0	20	6895	0.0411646967451762	0.490756232571692	0.99183007850348
ds	none	0	0	0	0	20	6752	0.0411646967451762	0.490756232571692	0.99183007850348
ds	none	0	0	0	0	20	6998	0.0411646967451762	0.490756232571692	0.99183007850348
ds	none	0	0	0	0	20	6783	0.0411646967451762	0.490756232571692	0.99183007850348
ds	none	0	0	0	0	20	6706	0.0411646967451762	0.490756232571692	0.99183007850348
