sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
ds	fixed	1	1	7.6e-006	0	3	25276	0.307752697679691	0.905893207287854	0.999928891973429
ds	fixed	1	1	7.6e-006	0	4	32144	0.308497106338708	0.905927692891362	0.999848730265965
ds	fixed	1	1	7.6e-006	0	6	39314	0.31044866531098	0.904341828251146	0.999803992973256
ds	fixed	1	1	7.6e-006	0	8	50303	0.314973987084968	0.903779627906088	0.999769654105755
ds	fixed	1	1	7.6e-006	0	10	56180	0.315679131493865	0.900775274237528	0.999694348238601
ds	moving	1	1	7.6e-006	0	1	12122	0.279477621109784	0.88273166094466	0.999106376264089
ds	moving	1	1	7.6e-006	0	2	19703	0.288678869474027	0.88361956962492	0.999134721714602
ds	moving	1	1	7.6e-006	0	3	24342	0.294269231350574	0.884802014163347	0.999655066427706
ds	moving	1	1	7.6e-006	0	4	28699	0.291877516005813	0.884852344307184	0.999935391375997
ds	moving	1	1	7.6e-006	0	6	39017	0.283878120135518	0.884478978173667	0.999742507808678
ds	moving	1	1	7.6e-006	0	8	48344	0.305051889278947	0.88403931053624	0.999629928260118
ds	moving	1	1	7.6e-006	0	10	58028	0.303018917557039	0.883278453924858	0.999796922939233
none	none	1	1	7.6e-006	0	2	35978	0.281509298195303	0.910553527674903	0.999896465981635
none	none	1	1	7.6e-006	0	2	34342	-1.11622523618101	nan	0.999844939453915
none	none	1	1	7.6e-006	0	2	35432	-6.97193306971604	nan	0.999726694477472
none	none	1	1	7.6e-006	0	2	36688	0.281509298195303	0.910553527674903	0.999896465981635
none	periodic	1	1	7.6e-006	0	2	39475	0.233773246533248	0.906147140825078	0.999945026733572
none	fixed	1	1	7.6e-006	0	2	24218	0.301141287176193	0.910227373211805	0.999779518779445
ps	none	1	1	7.6e-006	0	2	35646	-25.2321318070262	nan	0.999961783274923
ps	none	1	1	7.6e-006	0	2	33840	-36.5775563745633	nan	0.999967645775263
none	none	1	1	7.6e-006	0	2	38495	0.281509298195303	0.910553527674903	0.999896465981635
none	none	1	1	7.6e-006	0	2	34266	0.281509298195303	0.910553527674903	0.999896465981635
none	periodic	1	1	7.6e-006	0	2	40014	0.233773246533248	0.906147140825078	0.999945026733572
none	fixed	1	1	7.6e-006	0	2	25735	0.301141287176193	0.910227373211805	0.999779518779445
ps	none	1	1	7.6e-006	0	2	34228	-36.5775563745633	nan	0.999967645775263
ps	periodic	1	1	7.6e-006	0	2	37081	-1.05450757437663	nan	0.999791709539676
ps	fixed	1	1	7.6e-006	0	2	20113	-0.00656338205332455	nan	0.999756185139396
ps	moving	1	1	7.6e-006	0	2	20646	-0.281966874735747	nan	0.999134721536306
ds	none	1	1	7.6e-006	0	2	37798	-0.18481583826983	nan	0.999974383828252
ds	periodic	1	1	7.6e-006	0	2	37303	-1.49319414068183	nan	0.999776032482192
ds	fixed	1	1	7.6e-006	0	2	20602	-0.00656340029077119	nan	0.999756184911971
ds	moving	1	1	7.6e-006	0	2	22050	-0.281966823312433	nan	0.999134721714602
ps	none	1	1	7.6e-006	0	1	23329	-19.1071393235324	nan	0.999998477379075
ps	none	1	1	7.6e-006	0	1	21389	0.339571225300972	0.9256401204245	0.999998781673073
ps	none	1	1	7.6e-006	0	2	33644	0.342927264391286	0.924811456712278	0.999989202572724
ps	fixed	1	1	7.6e-006	0	2	19017	0.301224357041724	0.90567141665374	0.999756185139396
ps	fixed	1	1	7.6e-006	0	2	19199	-0.00656337250959525	nan	0.999756185217265
ps	fixed	1	1	7.6e-006	0	2	17366	0.30117232053968	0.905669872357844	0.999756185139396
ps	fixed	1	1	7.6e-006	0	2	19385	-12.8010429076208	nan	0.999756185139396
ps	moving	1	1	7.6e-006	0	2	20613	0.288678870398207	0.883619569642563	0.999134721651772
