sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
none	none	0	0	0	0	1	158	-0.123150809652158	nan	0.995051577903885
none	none	0	0	0	0	1	157	-0.123150809652158	nan	0.995051577903885
none	none	0	0	0	0	1	152	-0.123150809652158	nan	0.995051577903885
none	none	0	0	0	0	1	157	-0.123150809652158	nan	0.995051577903885
none	none	0	0	0	0	1	168	-0.123150809652158	nan	0.995051577903885
none	none	0	0	0	0	2	316	0.0558837670845326	0.637004115956339	0.996485157856414
none	none	0	0	0	0	2	316	0.0558837670845326	0.637004115956339	0.996485157856414
none	none	0	0	0	0	2	282	0.0558837670845326	0.637004115956339	0.996485157856414
none	none	0	0	0	0	2	291	0.0558837670845326	0.637004115956339	0.996485157856414
none	none	0	0	0	0	2	298	0.0558837670845326	0.637004115956339	0.996485157856414
none	none	0	0	0	0	3	447	0.0823743663936221	0.63750125475014	0.997284586084973
none	none	0	0	0	0	3	428	0.0823743663936221	0.63750125475014	0.997284586084973
none	none	0	0	0	0	3	440	0.0823743663936221	0.63750125475014	0.997284586084973
none	none	0	0	0	0	3	434	0.0823743663936221	0.63750125475014	0.997284586084973
none	none	0	0	0	0	3	444	0.0823743663936221	0.63750125475014	0.997284586084973
none	none	0	0	0	0	4	595	0.0916407774840774	0.63831326251755	0.996991863505154
none	none	0	0	0	0	4	589	0.0916407774840774	0.63831326251755	0.996991863505154
none	none	0	0	0	0	4	580	0.0916407774840774	0.63831326251755	0.996991863505154
none	none	0	0	0	0	4	583	0.0916407774840774	0.63831326251755	0.996991863505154
none	none	0	0	0	0	4	581	0.0916407774840774	0.63831326251755	0.996991863505154
none	none	0	0	0	0	5	709	0.0965357481622444	0.638966508109524	0.997262805381278
none	none	0	0	0	0	5	722	0.0965357481622444	0.638966508109524	0.997262805381278
none	none	0	0	0	0	5	723	0.0965357481622444	0.638966508109524	0.997262805381278
none	none	0	0	0	0	5	740	0.0965357481622444	0.638966508109524	0.997262805381278
none	none	0	0	0	0	5	727	0.0965357481622444	0.638966508109524	0.997262805381278
none	none	0	0	0	0	6	881	0.0995876453390986	0.639452489824986	0.997450452541046
none	none	0	0	0	0	6	870	0.0995876453390986	0.639452489824986	0.997450452541046
none	none	0	0	0	0	6	887	0.0995876453390986	0.639452489824986	0.997450452541046
none	none	0	0	0	0	6	872	0.0995876453390986	0.639452489824986	0.997450452541046
none	none	0	0	0	0	6	887	0.0995876453390986	0.639452489824986	0.997450452541046
none	none	0	0	0	0	7	1031	0.101675130557026	0.639823801701886	0.997588068495245
none	none	0	0	0	0	7	1016	0.101675130557026	0.639823801701886	0.997588068495245
none	none	0	0	0	0	7	1025	0.101675130557026	0.639823801701886	0.997588068495245
none	none	0	0	0	0	7	1015	0.101675130557026	0.639823801701886	0.997588068495245
none	none	0	0	0	0	7	1029	0.101675130557026	0.639823801701886	0.997588068495245
none	none	0	0	0	0	8	1165	0.103192516858105	0.64011793434864	0.997693293329953
none	none	0	0	0	0	8	1178	0.103192516858105	0.64011793434864	0.997693293329953
none	none	0	0	0	0	8	1180	0.103192516858105	0.64011793434864	0.997693293329953
none	none	0	0	0	0	8	1169	0.103192516858105	0.64011793434864	0.997693293329953
none	none	0	0	0	0	8	1175	0.103192516858105	0.64011793434864	0.997693293329953
none	none	0	0	0	0	9	1320	0.104344666034193	0.64035607609083	0.997776350150742
none	none	0	0	0	0	9	1318	0.104344666034193	0.64035607609083	0.997776350150742
none	none	0	0	0	0	9	1311	0.104344666034193	0.64035607609083	0.997776350150742
none	none	0	0	0	0	9	1310	0.104344666034193	0.64035607609083	0.997776350150742
none	none	0	0	0	0	9	1325	0.104344666034193	0.64035607609083	0.997776350150742
none	none	0	0	0	0	10	1462	0.105248839482734	0.640552369925231	0.997843571496899
none	none	0	0	0	0	10	1452	0.105248839482734	0.640552369925231	0.997843571496899
none	none	0	0	0	0	10	1460	0.105248839482734	0.640552369925231	0.997843571496899
none	none	0	0	0	0	10	1479	0.105248839482734	0.640552369925231	0.997843571496899
none	none	0	0	0	0	10	1465	0.105248839482734	0.640552369925231	0.997843571496899
none	none	0	0	0	0	12	1760	0.106575883984138	0.640856034208576	0.997945711996021
none	none	0	0	0	0	12	1733	0.106575883984138	0.640856034208576	0.997945711996021
none	none	0	0	0	0	12	1763	0.106575883984138	0.640856034208576	0.997945711996021
none	none	0	0	0	0	12	1744	0.106575883984138	0.640856034208576	0.997945711996021
none	none	0	0	0	0	12	1758	0.106575883984138	0.640856034208576	0.997945711996021
none	none	0	0	0	0	14	2019	0.107502244597601	0.641075746625927	0.998019640533576
none	none	0	0	0	0	14	2037	0.107502244597601	0.641075746625927	0.998019640533576
none	none	0	0	0	0	14	2050	0.107502244597601	0.641075746625927	0.998019640533576
none	none	0	0	0	0	14	2048	0.107502244597601	0.641075746625927	0.998019640533576
none	none	0	0	0	0	14	2043	0.107502244597601	0.641075746625927	0.998019640533576
none	none	0	0	0	0	16	2334	0.108128418215651	0.64124423304193	0.998075622420948
none	none	0	0	0	0	16	2353	0.108128418215651	0.64124423304193	0.998075622420948
none	none	0	0	0	0	16	2334	0.108128418215651	0.64124423304193	0.998075622420948
none	none	0	0	0	0	16	2342	0.108128418215651	0.64124423304193	0.998075622420948
none	none	0	0	0	0	16	2311	0.108128418215651	0.64124423304193	0.998075622420948
none	none	0	0	0	0	18	2605	0.10829277736303	0.641377452921678	0.998119482904671
none	none	0	0	0	0	18	2597	0.10829277736303	0.641377452921678	0.998119482904671
none	none	0	0	0	0	18	2614	0.10829277736303	0.641377452921678	0.998119482904671
none	none	0	0	0	0	18	2627	0.10829277736303	0.641377452921678	0.998119482904671
none	none	0	0	0	0	18	2627	0.10829277736303	0.641377452921678	0.998119482904671
none	none	0	0	0	0	20	2893	0.108417616002621	0.641485183991677	0.998154772987729
none	none	0	0	0	0	20	2883	0.108417616002621	0.641485183991677	0.998154772987729
none	none	0	0	0	0	20	2909	0.108417616002621	0.641485183991677	0.998154772987729
none	none	0	0	0	0	20	2925	0.108417616002621	0.641485183991677	0.998154772987729
none	none	0	0	0	0	20	2909	0.108417616002621	0.641485183991677	0.998154772987729
none	periodic	0	0	0	0	1	166	-0.225818748132104	nan	1.02799485555517
none	periodic	0	0	0	0	1	157	-0.225818748132104	nan	1.02799485555517
none	periodic	0	0	0	0	1	160	-0.225818748132104	nan	1.02799485555517
none	periodic	0	0	0	0	1	153	-0.225818748132104	nan	1.02799485555517
none	periodic	0	0	0	0	1	168	-0.225818748132104	nan	1.02799485555517
none	periodic	0	0	0	0	2	322	-0.0253081819559655	0.650827122119114	0.99677451643378
none	periodic	0	0	0	0	2	309	-0.0253081819559655	0.650827122119114	0.99677451643378
none	periodic	0	0	0	0	2	294	-0.0253081819559655	0.650827122119114	0.99677451643378
none	periodic	0	0	0	0	2	301	-0.0253081819559655	0.650827122119114	0.99677451643378
none	periodic	0	0	0	0	2	305	-0.0253081819559655	0.650827122119114	0.99677451643378
none	periodic	0	0	0	0	3	458	0.0353671526560087	0.651661372463018	0.99574775602042
none	periodic	0	0	0	0	3	462	0.0353671526560087	0.651661372463018	0.99574775602042
none	periodic	0	0	0	0	3	451	0.0353671526560087	0.651661372463018	0.99574775602042
none	periodic	0	0	0	0	3	465	0.0353671526560087	0.651661372463018	0.99574775602042
none	periodic	0	0	0	0	3	466	0.0353671526560087	0.651661372463018	0.99574775602042
none	periodic	0	0	0	0	4	608	0.0479871045733626	0.651202112489467	0.995723603099855
none	periodic	0	0	0	0	4	636	0.0479871045733626	0.651202112489467	0.995723603099855
none	periodic	0	0	0	0	4	696	0.0479871045733626	0.651202112489467	0.995723603099855
none	periodic	0	0	0	0	4	620	0.0479871045733626	0.651202112489467	0.995723603099855
none	periodic	0	0	0	0	4	619	0.0479871045733626	0.651202112489467	0.995723603099855
none	periodic	0	0	0	0	5	752	0.0539048408681471	0.65085787617218	0.997720937712778
none	periodic	0	0	0	0	5	757	0.0539048408681471	0.65085787617218	0.997720937712778
none	periodic	0	0	0	0	5	757	0.0539048408681471	0.65085787617218	0.997720937712778
none	periodic	0	0	0	0	5	742	0.0539048408681471	0.65085787617218	0.997720937712778
none	periodic	0	0	0	0	5	740	0.0539048408681471	0.65085787617218	0.997720937712778
none	periodic	0	0	0	0	6	981	0.0574404508468243	0.650697741189488	0.998099637217019
none	periodic	0	0	0	0	6	896	0.0574404508468243	0.650697741189488	0.998099637217019
none	periodic	0	0	0	0	6	906	0.0574404508468243	0.650697741189488	0.998099637217019
none	periodic	0	0	0	0	6	905	0.0574404508468243	0.650697741189488	0.998099637217019
none	periodic	0	0	0	0	6	916	0.0574404508468243	0.650697741189488	0.998099637217019
none	periodic	0	0	0	0	7	1040	0.0597999533250038	0.650635754643797	0.996951207916476
none	periodic	0	0	0	0	7	1073	0.0597999533250038	0.650635754643797	0.996951207916476
none	periodic	0	0	0	0	7	1067	0.0597999533250038	0.650635754643797	0.996951207916476
none	periodic	0	0	0	0	7	1051	0.0597999533250038	0.650635754643797	0.996951207916476
none	periodic	0	0	0	0	7	1060	0.0597999533250038	0.650635754643797	0.996951207916476
none	periodic	0	0	0	0	8	1198	0.0614877938072135	0.650622164733926	0.996079443348001
