sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
ps	none	0	0	0	0	1	14	nan	nan	nan
ps	none	0	0	0	0	1	13	nan	nan	nan
ps	none	0	0	0	0	1	19	nan	nan	nan
ps	none	0	0	0	0	1	26	nan	nan	nan
ps	none	0	0	0	0	1	21	nan	nan	nan
ps	none	0	0	0	0	2	33	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	35	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	41	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	34	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	39	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	3	46	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	45	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	41	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	48	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	41	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	4	59	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	68	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	55	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	59	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	55	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	5	67	-0.146563057650907	0.602289959853199	0.980706579210951
ps	none	0	0	0	0	5	70	-0.146563057650907	0.602289959853199	0.980706579210951
ps	none	0	0	0	0	5	70	-0.146563057650907	0.602289959853199	0.980706579210951
ps	none	0	0	0	0	5	70	-0.146563057650907	0.602289959853199	0.980706579210951
ps	none	0	0	0	0	5	71	-0.146563057650907	0.602289959853199	0.980706579210951
ps	none	0	0	0	0	6	86	-0.103041754513501	0.601537135718593	0.981847799948003
ps	none	0	0	0	0	6	84	-0.103041754513501	0.601537135718593	0.981847799948003
ps	none	0	0	0	0	6	93	-0.103041754513501	0.601537135718593	0.981847799948003
ps	none	0	0	0	0	6	90	-0.103041754513501	0.601537135718593	0.981847799948003
ps	none	0	0	0	0	6	95	-0.103041754513501	0.601537135718593	0.981847799948003
ps	none	0	0	0	0	7	110	-0.0752504962591395	0.602844407366711	0.982798719859256
ps	none	0	0	0	0	7	106	-0.0752504962591395	0.602844407366711	0.982798719859256
ps	none	0	0	0	0	7	101	-0.0752504962591395	0.602844407366711	0.982798719859256
ps	none	0	0	0	0	7	98	-0.0752504962591395	0.602844407366711	0.982798719859256
ps	none	0	0	0	0	7	108	-0.0752504962591395	0.602844407366711	0.982798719859256
ps	none	0	0	0	0	8	139	-0.0605119299618354	0.603128461708344	0.983604794391099
ps	none	0	0	0	0	1	21	nan	nan	nan
ps	none	0	0	0	0	1	15	nan	nan	nan
ps	none	0	0	0	0	1	20	nan	nan	nan
ps	none	0	0	0	0	1	20	nan	nan	nan
ps	none	0	0	0	0	1	16	nan	nan	nan
ps	none	0	0	0	0	2	32	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	31	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	34	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	29	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	2	29	-0.160373667153194	nan	0.978384549274533
ps	none	0	0	0	0	3	41	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	47	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	44	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	44	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	3	43	-1.60310123027525	0.579673080030348	0.977392533053547
ps	none	0	0	0	0	4	61	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	58	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	66	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	61	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	4	65	-0.286996335785523	0.599111492295182	0.979293382933173
ps	none	0	0	0	0	1	15	nan	nan	nan
ps	none	0	0	0	0	1	15	-0	0.675139765227735	0.976666084506814
