sliding type	periodicity type	greedy	doubled edge	tol	tolCrit	steps	cpu time [ms]	Qmin	Qmean	Qmax
ps	periodic	1	1	0.001	0	12	43605	0.216139613337402	0.654796349457951	0.998282767505064
ps	periodic	1	1	0.001	0	14	57024	0.21678368034452	0.654246175176253	0.998178274652001
ps	periodic	1	1	0.001	0	16	50908	0.220970160859659	0.653593232429029	0.998485864598999
ps	periodic	1	1	0.001	0	18	59010	0.220596033788341	0.654466845809692	0.997660390142342
ps	periodic	1	1	0.001	0	20	54973	0.221454934610025	0.6544629135304	0.998202336412191
ps	fixed	1	1	0.001	0	1	2947	0.138528831249946	0.632290570197828	0.989464404570795
ps	fixed	1	1	0.001	0	2	6853	0.237626831488196	0.658061170665003	0.994015843288474
ps	fixed	1	1	0.001	0	3	7055	0.263542293417677	0.665063909357845	0.994995114343626
ps	fixed	1	1	0.001	0	4	8487	0.273174876272655	0.668215852155357	0.995308529740124
ps	fixed	1	1	0.001	0	5	10421	0.285052827793562	0.669768527249808	0.99490407354586
ps	fixed	1	1	0.001	0	6	11227	0.275770107309958	0.670122542883013	0.9934408738872
ps	fixed	1	1	0.001	0	7	13958	0.28990764467765	0.67071481304022	0.99356277696192
ps	fixed	1	1	0.001	0	8	14075	0.286068484039928	0.670196612992445	0.993751263122096
ps	fixed	1	1	0.001	0	9	15741	0.294124014911549	0.670947863452172	0.994504271545739
ps	fixed	1	1	0.001	0	10	18096	0.296890085766144	0.671525243089729	0.993671327589931
ps	fixed	1	1	0.001	0	12	22231	0.299796804424846	0.67271418595184	0.994887380056622
ps	fixed	1	1	0.001	0	14	26748	0.301086322925045	0.673656753316345	0.994496545946083
ps	fixed	1	1	0.001	0	16	30021	0.30100981921339	0.673052466709344	0.994189153062011
ps	fixed	1	1	0.001	0	18	35221	0.30197342091235	0.673617507482385	0.994265406479707
ps	fixed	1	1	0.001	0	20	42561	0.305052725101693	0.674162357481887	0.995336387185776
ps	moving	1	1	0.001	0	1	2835	0.173675239875391	0.655116685075203	0.995050640456795
ps	moving	1	1	0.001	0	2	7145	0.278145386505156	0.681206503702834	0.997074430122846
ps	moving	1	1	0.001	0	3	6189	0.313796195061516	0.688337018940465	0.997870774030045
ps	moving	1	1	0.001	0	4	7807	0.329060670376491	0.690674168914478	0.995016285010052
ps	moving	1	1	0.001	0	5	9761	0.336524045113559	0.693168173585096	0.994730704957489
ps	moving	1	1	0.001	0	6	10784	0.341274884944656	0.693284216330462	0.996024479913993
ps	moving	1	1	0.001	0	7	12419	0.346662050725824	0.693928287056159	0.997425125285774
ps	moving	1	1	0.001	0	8	13760	0.345610591908475	0.693961437631582	0.997685310034499
ps	moving	1	1	0.001	0	9	15495	0.347565851434431	0.694851717549066	0.997914292518499
ps	moving	1	1	0.001	0	10	16311	0.346661963045511	0.695048719546824	0.997944284003636
ps	moving	1	1	0.001	0	12	19611	0.347863437405767	0.695326064161294	0.996561652550451
ps	moving	1	1	0.001	0	14	23827	0.357283983168826	0.695817388986416	0.997202177450859
ps	moving	1	1	0.001	0	16	29113	0.358554782821695	0.696294539045094	0.997411493617057
ps	moving	1	1	0.001	0	18	31864	0.360253677167405	0.695726335665618	0.997681316821001
ps	moving	1	1	0.001	0	20	40299	0.361159788308072	0.696374556241841	0.996669371662906
ds	none	1	1	0.001	0	1	18378	-0.0606736829648507	nan	0.997928910702935
ds	none	1	1	0.001	0	2	28705	0.128670267183191	0.649664050386562	0.998057620208525
ds	none	1	1	0.001	0	3	30870	0.170781877360062	0.657342462484605	0.998030151784314
ds	none	1	1	0.001	0	4	26702	0.189337428070008	0.660095890415651	0.999088247935739
ds	none	1	1	0.001	0	5	27580	0.200973663224408	0.661433820875859	0.998020035747984
ds	none	1	1	0.001	0	6	28731	0.202974485585858	0.661648997481542	0.998754850153244
ds	none	1	1	0.001	0	7	28407	0.195366171475389	0.662972445626895	0.999296612830253
ds	none	1	1	0.001	0	8	30289	0.195494123369446	0.661878128973427	0.998082347469714
ds	none	1	1	0.001	0	9	33487	0.201748521086189	0.661482736812461	0.996439908396835
ds	none	1	1	0.001	0	10	36645	0.195260743842332	0.661422074584097	0.999211711172429
ds	none	1	1	0.001	0	12	39874	0.202884421473993	0.663288766225594	0.998092965533177
ds	none	1	1	0.001	0	14	40992	0.18701977714611	0.662771790213024	0.998534197754673
ds	none	1	1	0.001	0	16	46483	0.195601013269313	0.663972192132107	0.998712064202849
ds	none	1	1	0.001	0	18	49726	0.188791926076385	0.663494872687862	0.998543041351308
ds	none	1	1	0.001	0	20	57782	0.185671760954212	0.662294968836394	0.997181642767455
ds	periodic	1	1	0.001	0	1	5950	-0.863963946293326	nan	0.999185444636285
ds	periodic	1	1	0.001	0	2	13213	0.1740417642063	0.634108387327686	0.998140422347213
ds	periodic	1	1	0.001	0	3	18299	0.189585702429895	0.635000638359837	0.998930914931932
ds	periodic	1	1	0.001	0	4	19839	0.198288595701209	0.633935371099371	0.99939656846661
ds	periodic	1	1	0.001	0	5	23170	0.198902496640243	0.634090279129886	0.998356811004564
ds	periodic	1	1	0.001	0	6	21686	0.201602039597906	0.63224510024525	0.998787813194314
ds	periodic	1	1	0.001	0	7	22533	0.203689539148364	0.63141004782922	0.996794203247136
ds	periodic	1	1	0.001	0	8	22476	0.19971911466649	0.631068290518077	0.997946975723133
ds	periodic	1	1	0.001	0	9	26389	0.190537931582144	0.630554580659877	0.998909191094448
ds	periodic	1	1	0.001	0	10	29692	0.204774748512626	0.630130266766153	0.998328636322226
ds	periodic	1	1	0.001	0	12	36167	0.206212856251188	0.631488756467715	0.998882045135384
ds	periodic	1	1	0.001	0	14	33681	0.203522483404377	0.627978864837751	0.998301969043824
ds	periodic	1	1	0.001	0	16	38722	-922.850811601954	0.892360848542886	2120.09997078739
ds	periodic	1	1	0.001	0	18	40691	-76.429051995474	0.789979682243639	982.291472941517
ds	periodic	1	1	0.001	0	20	48064	-5528.37167447652	0.482431489532833	3228.45502495611
ds	fixed	1	1	0.001	0	1	4219	0.160730000334592	0.629837200345032	0.991369295284811
ds	fixed	1	1	0.001	0	2	9999	0.236959133441948	0.661362156156369	0.992627558865461
ds	fixed	1	1	0.001	0	3	12130	0.276915567614445	0.669527305267129	0.993749920654053
ds	fixed	1	1	0.001	0	4	15041	0.273636259531306	0.673384630510817	0.993738528251094
ds	fixed	1	1	0.001	0	5	18788	0.272252114035947	0.675022339110658	0.993755151412766
ds	fixed	1	1	0.001	0	6	21073	0.271971660529678	0.676045387897112	0.994332550480031
ds	fixed	1	1	0.001	0	7	21190	0.284895082775278	0.676807734494936	0.99481844446038
ds	fixed	1	1	0.001	0	8	26344	0.277536517013922	0.677871028216809	0.994580767099903
ds	fixed	1	1	0.001	0	9	23052	0.290697452969347	0.678381916019356	0.99496838339219
ds	fixed	1	1	0.001	0	10	31375	0.266694172168242	0.677606347415165	0.994718207171118
ds	fixed	1	1	0.001	0	12	28169	0.260231774572957	0.677596076220225	0.99471784953881
ds	fixed	1	1	0.001	0	14	35293	0.236994396405264	0.679428959302859	0.994751744805159
ds	fixed	1	1	0.001	0	16	36927	0.233822860770167	0.67849661979406	0.995787942599458
ds	fixed	1	1	0.001	0	18	45173	0.208292773799433	0.67894914775325	0.993535996172277
ds	fixed	1	1	0.001	0	20	51982	0.200342692765238	0.678159851640827	0.99308976537142
ds	moving	1	1	0.001	0	1	3674	0.204471719409402	0.66209568082608	0.995129353863582
ds	moving	1	1	0.001	0	2	12760	0.313138769996417	0.692514732823827	0.997798221380557
ds	moving	1	1	0.001	0	3	15831	0.343286870484225	0.700046359078942	0.998461615575773
ds	moving	1	1	0.001	0	4	13582	0.337936100712845	0.702904083936411	0.998223441424231
ds	moving	1	1	0.001	0	5	18397	0.341601995662147	0.704730362920166	0.997212637784865
ds	moving	1	1	0.001	0	6	15454	0.335879705520781	0.70513596687568	0.997682662506321
ds	moving	1	1	0.001	0	7	20046	0.343225163349099	0.70542758458345	0.997859624565781
ds	moving	1	1	0.001	0	8	24144	0.361387708171857	0.706909364460176	0.998380661104449
ds	moving	1	1	0.001	0	9	24144	0.335532354890235	0.707756595282558	0.998855786405908
ds	moving	1	1	0.001	0	10	23183	0.339105140566833	0.70706594249146	0.997474018436966
ds	moving	1	1	0.001	0	12	27467	0.324428244065051	0.70759832161392	0.997150713331155
ds	moving	1	1	0.001	0	14	28868	0.324780402707649	0.707188194299328	0.997234735899922
ds	moving	1	1	0.001	0	16	31765	0.285853688910794	0.70698142063527	0.997747641667627
ds	moving	1	1	0.001	0	18	36178	0.299580607100772	0.707576004499666	0.998466643580619
ds	moving	1	1	0.001	0	20	38889	0.246011464457331	0.707726180223119	0.998550705474813
none	none	1	1	0.001	0	1	43238	-5.60401605256265	nan	17.4190535236822
none	none	1	1	0.001	0	20	38921	-0.137645532872834	0.678728681674683	30.9801304577146
none	none	1	1	0.001	0	20	51572	-1.05626790143661	0.688846990454215	0.99972625711856
none	periodic	1	1	0.001	0	20	69640	-39.5382227052163	0.666883635420027	1.10761101721799
none	fixed	1	1	0.001	0	20	32017	0.121691169306178	0.62305370124849	0.994503190139993
ps	none	1	1	0.001	0	20	74569	0.232186870540285	0.667592862514052	0.99818873467378
ps	periodic	1	1	0.001	0	20	101754	0.217282224575861	0.657798504681116	0.998593151976995
ps	fixed	1	1	0.001	0	20	50026	0.301903202849262	0.675359631085099	0.996084401284579
ps	moving	1	1	0.001	0	20	51341	0.359465071360524	0.697907349435945	0.995553962069528
ds	none	1	1	0.001	0	20	921715	0.219224200302858	0.666923605467793	0.998649676751644
ds	periodic	1	1	0.001	0	20	50026	-5528.37167447652	0.482431489532833	3228.45502495611
ds	fixed	1	1	0.001	0	20	43494	0.200342692765238	0.678159851640827	0.99308976537142
ds	moving	1	1	0.001	0	20	39618	0.246011464457331	0.707726180223119	0.998550705474813
ds	none	1	1	0.001	0	20	62311	0.185671760954212	0.662294968836394	0.997181642767455
