step	level	max error	mean error	time
0	102	0.000372232	9.35907e-005	0.131997
0	103	0.000546343	0.00014177	0.133049
0	104	0.000481806	0.000167158	0.133998
0	105	0.000636744	0.000175644	0.135
0	106	0.000419433	0.000108415	0.135999
0	107	0.000438218	0.000125792	0.136996
0	108	0.000406998	9.82585e-005	0.137997
0	109	0.000488509	0.000121543	0.140028
0	110	0.000312442	8.19193e-005	0.140998
0	111	0.000556979	0.000120331	0.142003
0	112	0.000789417	0.00024561	0.143026
0	113	0.000360452	0.00010031	0.144998
0	114	0.000354949	9.80842e-005	0.146007
0	115	0.000364723	9.17206e-005	0.146998
0	116	0.000409342	0.000105288	0.147999
0	117	0.000284947	6.11198e-005	0.148997
0	118	0.000658	0.000208578	0.149996
0	119	0.000340088	9.93468e-005	0.150996
0	120	0.00043681	0.000133108	0.151996
0	121	0.000261832	6.96871e-005	0.154
0	122	0.000325042	7.45719e-005	0.155013
0	123	0.000285992	8.06975e-005	0.156
0	124	0.000239273	5.68454e-005	0.156996
0	125	0.000415848	0.000149684	0.157995
0	126	0.000391571	9.22941e-005	0.158996
0	127	0.000213762	6.30615e-005	0.159996
0	128	0.000356732	0.000107642	0.160997
0	129	0.000269577	5.43816e-005	0.163196
0	130	0.000528854	0.000139905	0.165002
0	131	0.000225195	6.11447e-005	0.166999
0	132	0.000316862	8.17133e-005	0.167997
0	133	0.000486985	0.000142469	0.169011
0	134	0.000280929	7.43814e-005	0.170014
0	135	0.000401713	0.000133715	0.171013
0	136	0.000229317	7.54885e-005	0.171996
0	137	0.000210092	7.39085e-005	0.173997
0	138	0.000218858	6.43979e-005	0.175009
0	139	0.000288425	9.87659e-005	0.176997
0	140	0.00023292	5.07734e-005	0.178011
0	141	0.000272453	6.067e-005	0.179995
0	142	0.000366995	0.000129619	0.180997
0	143	0.000288377	8.13046e-005	0.181999
0	144	0.000254263	5.16357e-005	0.183998
0	145	0.000267565	7.91158e-005	0.184997
0	146	0.000140151	4.5005e-005	0.186998
0	147	0.000195649	4.09547e-005	0.187996
0	148	0.000513932	0.000143954	0.190016
0	149	0.000292157	7.67005e-005	0.190997
0	150	0.000167287	4.72734e-005	0.192
0	151	0.000178051	3.79077e-005	0.192998
0	152	0.000327852	0.000109034	0.193998
0	153	0.000164124	4.06382e-005	0.195002
0	154	0.000257768	8.12279e-005	0.196996
0	155	0.000232451	6.76854e-005	0.197995
0	156	0.000260197	5.72555e-005	0.199996
0	157	0.000129732	3.14501e-005	0.200999
0	158	0.000196731	5.02349e-005	0.202002
0	159	0.000201985	4.31272e-005	0.203022
0	160	0.00014895	3.96348e-005	0.203995
0	161	0.000149567	3.78216e-005	0.205014
0	162	0.000151891	4.35442e-005	0.205996
0	163	0.000148231	3.95947e-005	0.206997
0	164	0.000166153	3.98984e-005	0.207997
0	165	0.000107306	2.52815e-005	0.208996
0	166	0.000104148	2.45656e-005	0.210024
0	167	0.000238715	5.93434e-005	0.212
0	168	0.000166345	4.46879e-005	0.212997
0	169	0.00014232	3.57607e-005	0.214995
0	170	0.000182709	4.61821e-005	0.215998
0	171	0.000119499	3.2811e-005	0.21701
0	172	0.000118236	3.14624e-005	0.217996
0	173	8.36136e-005	2.39516e-005	0.217996
