step	level	max error	mean error	time
0	0	0.115484	0.0409177	0.000999
0	1	0.0863031	0.0160949	0.00303
0	2	0.0669099	0.0129003	0.004
0	3	0.0715725	0.0190554	0.005016
0	4	0.0589607	0.0130573	0.007029
0	5	0.0238365	0.00589123	0.007997
0	6	0.0355551	0.00829386	0.008997
0	7	0.0354903	0.00689418	0.010996
0	8	0.0159862	0.0041791	0.013228
0	9	0.0158569	0.00347473	0.014002
0	10	0.0202312	0.00363147	0.015998
0	11	0.0185615	0.00509958	0.016998
0	12	0.0108312	0.00250716	0.017999
0	13	0.0152539	0.0038175	0.018997
0	14	0.0112797	0.00270763	0.019998
0	15	0.00697829	0.00155928	0.021
0	16	0.00812598	0.00202186	0.022997
0	17	0.0103172	0.00331572	0.024012
0	18	0.00537177	0.00118407	0.025003
0	19	0.00912498	0.00236983	0.025997
0	20	0.00587741	0.00124666	0.027997
0	21	0.00282199	0.000933516	0.029997
0	22	0.00345445	0.000977356	0.03201
0	23	0.00282925	0.000829172	0.033035
0	24	0.00270053	0.000766436	0.035018
0	25	0.00445565	0.000808701	0.035999
0	26	0.00275121	0.000667552	0.037
0	27	0.00268603	0.000609008	0.038002
0	28	0.00235153	0.000539146	0.039996
0	29	0.0022747	0.000554635	0.040996
0	30	0.00235203	0.00052304	0.04303
0	31	0.00355661	0.00107729	0.045001
0	32	0.00183471	0.000466381	0.045996
0	33	0.00550667	0.00213721	0.046999
0	34	0.00242004	0.0006759	0.047999
0	35	0.0032275	0.000701454	0.048998
0	36	0.00152243	0.000446992	0.050009
0	37	0.00177542	0.000490999	0.051003
0	38	0.00348625	0.00083989	0.051998
0	39	0.00158406	0.000389475	0.052999
0	40	0.00150102	0.000404256	0.054997
0	41	0.001851	0.000375705	0.055997
0	42	0.00157115	0.000368245	0.057003
0	43	0.00238684	0.000549369	0.058005
0	44	0.00139307	0.000410612	0.058996
0	45	0.00177058	0.000432357	0.060999
0	46	0.00107727	0.000342029	0.063013
0	47	0.00233313	0.000724327	0.063999
0	48	0.0011227	0.000329004	0.065
0	49	0.00140144	0.000375089	0.065997
0	50	0.00145512	0.000307169	0.066998
0	51	0.00145156	0.00031785	0.067996
0	52	0.00130325	0.000272657	0.068996
0	53	0.00150874	0.000283119	0.070013
0	54	0.00124318	0.000313907	0.070997
0	55	0.00130828	0.000291695	0.071996
0	56	0.00113654	0.000265665	0.073048
0	57	0.0016122	0.000305379	0.074013
0	58	0.00125941	0.000394304	0.074999
0	59	0.00178599	0.000495787	0.075998
0	60	0.00158494	0.000334582	0.076998
0	61	0.00170349	0.000553519	0.079003
0	62	0.000966243	0.000235613	0.080997
0	63	0.000981514	0.000215838	0.081997
0	64	0.000946987	0.00025553	0.082997
0	65	0.00109102	0.000273712	0.085002
0	66	0.000754243	0.000196936	0.086005
0	67	0.00122538	0.000367721	0.086995
0	68	0.000847617	0.000228884	0.088
0	69	0.000689518	0.000208244	0.089996
0	70	0.000922725	0.000280498	0.090995
0	71	0.00125509	0.000313622	0.092013
0	72	0.00105607	0.0002234	0.093012
0	73	0.000817563	0.000203322	0.094999
0	74	0.000592705	0.000184072	0.096998
0	75	0.000620939	0.000188808	0.097998
0	76	0.000959581	0.000227964	0.099003
0	77	0.000448854	0.000144409	0.100002
0	78	0.00115805	0.000270904	0.101012
0	79	0.000456401	0.000151758	0.101997
0	80	0.000647972	0.000193151	0.104001
0	81	0.00107794	0.000295357	0.105022
0	82	0.000645792	0.00017177	0.106996
0	83	0.000746841	0.000191484	0.107998
0	84	0.00100064	0.000232357	0.108997
0	85	0.000566375	0.000122192	0.109996
0	86	0.000694684	0.000188656	0.110999
0	87	0.00055861	0.000152518	0.112002
0	88	0.000435816	0.00013812	0.114002
0	89	0.000586321	0.000116622	0.115014
0	90	0.000926239	0.000232445	0.116998
0	91	0.000554614	0.000146242	0.117996
0	92	0.000539985	0.000119268	0.118996
0	93	0.000767227	0.000239924	0.120015
0	94	0.000943639	0.00024454	0.120998
0	95	0.000433939	0.000145283	0.122
0	96	0.000714979	0.000201514	0.123999
0	97	0.000694679	0.000178757	0.125002
0	98	0.000758667	0.000187181	0.127016
0	99	0.000605809	0.000165865	0.128998
0	100	0.000646358	0.000137459	0.129997
0	101	0.000410942	0.000100019	0.130997
