step	level	max error	mean error	time
0	0	0.00668664	0.000856708	0.024818
0	1	0.00255162	0.000356579	0.047441
0	2	0.00278746	0.000323291	0.070797
0	3	0.00121666	0.000245384	0.094774
0	4	0.00186312	0.000232571	0.119729
0	5	0.00207561	0.000233014	0.143445
0	6	0.000901798	0.000148751	0.165159
0	7	0.000788605	0.000129051	0.188378
0	8	0.000922779	0.000130447	0.212803
0	9	0.000538699	0.000103156	0.236426
0	10	0.000691416	9.60915e-005	0.262171
0	11	0.000424981	8.9071e-005	0.28485
0	12	0.000462157	8.05013e-005	0.309106
0	13	0.000262607	7.40428e-005	0.336136
0	14	0.000265108	5.73329e-005	0.360571
0	15	0.000606164	7.52783e-005	0.385007
0	16	0.000332902	6.0076e-005	0.409248
0	17	0.000290197	5.25101e-005	0.433087
0	18	0.000298043	4.63795e-005	0.456175
0	19	0.000206282	4.05092e-005	0.479459
0	20	0.000215989	4.23604e-005	0.505624
0	21	0.000159825	3.40737e-005	0.529279
0	22	0.000200578	3.3804e-005	0.552954
0	23	0.000155127	2.8051e-005	0.574989
0	24	0.000142158	2.81115e-005	0.599886
0	25	0.000297919	3.74486e-005	0.626168
0	26	0.000106001	2.71846e-005	0.64925
0	27	0.00013143	2.68999e-005	0.67517
0	28	0.000117613	2.55708e-005	0.696914
0	29	0.000134554	2.59068e-005	0.720622
0	30	9.76909e-005	2.08341e-005	0.746302
0	31	0.000163959	2.81661e-005	0.771164
0	32	8.9466e-005	2.44367e-005	0.794802
0	33	7.77659e-005	1.8318e-005	0.819292
0	34	9.97687e-005	1.90555e-005	0.846446
0	35	0.000126854	1.70816e-005	0.871213
0	36	6.79996e-005	1.6086e-005	0.899498
0	37	9.9744e-005	1.76037e-005	0.922706
0	38	9.39023e-005	1.34894e-005	0.946915
0	39	4.90029e-005	1.2367e-005	0.970075
0	40	7.2701e-005	1.29178e-005	0.993076
0	41	7.58572e-005	1.33527e-005	1.01671
0	42	4.3023e-005	1.11009e-005	1.04051
0	43	6.61787e-005	1.14921e-005	1.06537
0	44	5.13093e-005	9.78541e-006	1.08863
0	45	4.9218e-005	1.09521e-005	1.11485
0	46	4.50248e-005	9.62824e-006	1.13814
0	47	4.49479e-005	1.09183e-005	1.16265
0	48	4.38791e-005	9.49784e-006	1.18469
0	49	5.3237e-005	1.04937e-005	1.20768
0	50	3.6676e-005	8.45388e-006	1.23193
0	51	6.72817e-005	1.20977e-005	1.25762
0	52	4.8019e-005	9.53891e-006	1.28226
0	53	3.8384e-005	8.13316e-006	1.30564
0	54	3.53708e-005	7.84257e-006	1.32907
0	55	2.91698e-005	7.28967e-006	1.35304
0	56	4.13256e-005	8.2048e-006	1.37903
0	57	3.45481e-005	7.34992e-006	1.40196
0	58	4.34501e-005	7.47836e-006	1.42796
0	59	3.92584e-005	7.57528e-006	1.45211
0	60	3.10212e-005	7.80882e-006	1.47336
0	61	4.40516e-005	6.70009e-006	1.49901
0	62	3.7979e-005	7.46631e-006	1.52197
0	63	3.13529e-005	6.40611e-006	1.546
0	64	4.28142e-005	8.14077e-006	1.56817
0	65	4.53034e-005	6.60189e-006	1.59136
0	66	3.13999e-005	7.16221e-006	1.6153
0	67	4.23172e-005	7.10486e-006	1.6401
0	68	6.32584e-005	8.68866e-006	1.66311
0	69	2.56873e-005	5.80163e-006	1.68807
0	70	2.37858e-005	5.27185e-006	1.71512
0	71	3.63038e-005	7.82773e-006	1.73997
0	72	2.58187e-005	5.18923e-006	1.76297
0	73	2.73327e-005	5.28509e-006	1.78699
0	74	2.52481e-005	5.37441e-006	1.80922
0	75	3.84575e-005	5.99881e-006	1.83381
0	76	3.13704e-005	5.46341e-006	1.85916
0	77	1.87396e-005	5.09336e-006	1.88302
0	78	1.89498e-005	4.62105e-006	1.90641
0	79	2.24754e-005	4.79078e-006	1.93296
0	80	2.02741e-005	4.44116e-006	1.95676
0	81	1.74838e-005	4.45161e-006	1.97976
0	82	2.24765e-005	4.39679e-006	2.00176
0	83	2.27717e-005	5.07132e-006	2.02576
0	84	1.70098e-005	4.06712e-006	2.04997
0	85	2.25471e-005	4.0616e-006	2.07497
0	86	1.67795e-005	3.86529e-006	2.0975
0	87	2.02932e-005	4.06612e-006	2.1205
0	88	1.21069e-005	3.05734e-006	2.14661
0	89	1.69595e-005	3.64474e-006	2.17693
0	90	1.8702e-005	3.62137e-006	2.20347
0	91	2.3782e-005	3.67047e-006	2.22978
0	92	1.93577e-005	3.29339e-006	2.25541
0	93	1.47868e-005	3.41424e-006	2.28184
0	94	1.47429e-005	3.20742e-006	2.3079
