8434	-0.0326794919243112	-0.176602540378444	0
8435	-0.0526794919243112	-0.141961524227066	0
8436	-0.0726794919243113	-0.107320508075689	0
8437	-0.0926794919243113	-0.0726794919243113	0
8438	-0.112679491924311	-0.0380384757729336	0
8439	-0.132679491924311	-0.00339745962155616	0
8460	-0.0673205080756888	-0.196602540378444	0
8461	-0.0873205080756888	-0.161961524227066	0
8462	-0.107320508075689	-0.127320508075689	0
8463	-0.127320508075689	-0.0926794919243113	0
8464	-0.147320508075689	-0.0580384757729337	0
8465	-0.167320508075689	-0.0233974596215562	0
9110	-0.0326794919243112	-0.176602540378444	0
9111	-0.0526794919243112	-0.141961524227066	0
9112	-0.0726794919243113	-0.107320508075689	0
9113	-0.0926794919243113	-0.0726794919243113	0
9114	-0.112679491924311	-0.0380384757729336	0
9115	-0.132679491924311	-0.00339745962155616	0
9136	-0.0673205080756888	-0.196602540378444	0
9137	-0.0873205080756888	-0.161961524227066	0
9138	-0.107320508075689	-0.127320508075689	0
9139	-0.127320508075689	-0.0926794919243113	0
9140	-0.147320508075689	-0.0580384757729337	0
9141	-0.167320508075689	-0.0233974596215562	0
