443	-0.0498931228529617	-0.175890300210247	0
444	-0.0647791890991352	-0.120334744654691	0
445	-0.0796652553453088	-0.0647791890991352	0
446	-0.0945513215914823	-0.00922363354357972	0
453	-0.105448678408518	-0.19077636645642	0
454	-0.120334744654691	-0.135220810900865	0
455	-0.135220810900865	-0.0796652553453088	0
456	-0.150106877147038	-0.0241096997897533	0
543	-0.0498931228529617	-0.175890300210247	0
544	-0.0647791890991352	-0.120334744654691	0
545	-0.0796652553453088	-0.0647791890991352	0
546	-0.0945513215914823	-0.00922363354357972	0
553	-0.105448678408518	-0.19077636645642	0
554	-0.120334744654691	-0.135220810900865	0
555	-0.135220810900865	-0.0796652553453088	0
556	-0.150106877147038	-0.0241096997897533	0
