8434	0.21421474	-0.07408104	0.2
8435	0.21512576	-0.07958411	0.2
8436	0.21603679	-0.08508718	0.2
8437	0.21694782	-0.09059024	0.2
8438	0.21785885	-0.09609331	0.2
8439	0.21876987	-0.10159638	0.2
8460	0.21571919	-0.06957862	0.2
8461	0.21674527	-0.0750614 	0.2
8462	0.21777134	-0.08054418	0.2
8463	0.21879742	-0.08602696	0.2
8464	0.21982349	-0.09150974	0.2
8465	0.22084957	-0.09699253	0.2
9110	0.21421474	-0.07408104	0.2
9111	0.21512576	-0.07958411	0.2
9112	0.21603679	-0.08508718	0.2
9113	0.21694782	-0.09059024	0.2
9114	0.21785885	-0.09609331	0.2
9115	0.21876987	-0.10159638	0.2
9136	0.21571919	-0.06957862	0.2
9137	0.21674527	-0.0750614 	0.2
9138	0.21777134	-0.08054418	0.2
9139	0.21879742	-0.08602696	0.2
9140	0.21982349	-0.09150974	0.2
9141	0.22084957	-0.09699253	0.2
