step	level	max error	mean error	time
0	0	0.103439	0.0234719	0.001003
0	1	0.0314813	0.0065704	0.003003
0	2	0.0575064	0.0129062	0.005003
0	3	0.0196765	0.00409208	0.006004
0	4	0.0269616	0.00714171	0.008004
0	5	0.00711307	0.0013242	0.010001
0	6	0.00898235	0.00176037	0.012005
0	7	0.00695031	0.00128808	0.014001
0	8	0.00406877	0.000776638	0.015
0	9	0.00559321	0.00132617	0.016007
0	10	0.004887	0.00124308	0.018002
0	11	0.00282431	0.000582158	0.019042
0	12	0.00541455	0.00104587	0.021
0	13	0.00310383	0.000607012	0.023003
0	14	0.00345472	0.000710038	0.025004
0	15	0.00271402	0.000482121	0.027001
0	16	0.00209594	0.000421163	0.028021
0	17	0.0017144	0.000493799	0.03
0	18	0.00240329	0.000478152	0.032003
0	19	0.00129488	0.000241337	0.041001
0	20	0.00181227	0.000490367	0.043001
0	21	0.00129325	0.000294225	0.045002
0	22	0.00124135	0.000236209	0.047006
0	23	0.00100734	0.000301435	0.04902
0	24	0.000974286	0.000216651	0.052002
