step	level	max error	time	nr. of control nodes
0	0	0.416163	12	2
0	0	0.45595	29	4
0	0	0.247531	47	6
0	0	0.090812	66	8
0	0	0.0806835	85	10
0	1	0.0788882	100	2
0	1	0.167937	107	4
0	1	0.0737013	112	6
0	1	0.0528891	118	8
0	1	0.0500456	124	10
0	1	0.0413762	131	12
0	1	0.0327759	139	14
0	1	0.0242231	147	16
0	1	0.00895961	156	18
0	2	0.00959778	161	2
0	2	0.016189	166	4
0	2	0.0133618	171	6
0	2	0.0132239	177	8
0	2	0.0270541	184	10
0	2	0.00988453	192	12
0	2	0.00683818	202	14
0	2	0.00458316	212	16
0	2	0.0056475	220	18
0	2	0.00439182	229	20
0	2	0.00410005	241	22
0	2	0.00270165	251	24
0	2	0.00249991	263	26
0	2	0.0016121	277	28
0	3	0.0023094	281	2
0	3	0.00302189	286	4
0	3	0.00232175	292	6
0	3	0.0109515	298	8
0	3	0.00594465	303	10
0	3	0.00262374	311	12
0	3	0.00232149	319	14
0	3	0.00177786	328	16
0	3	0.00197841	337	18
0	3	0.00175343	347	20
0	3	0.00229963	358	22
0	3	0.00142481	369	24
0	3	0.00133379	379	26
0	3	0.00125768	391	28
0	3	0.00108795	403	30
0	3	0.000895974	418	32
0	3	0.00091233	432	34
0	3	0.000916616	448	36
0	3	0.000718133	467	38
0	3	0.000606324	485	40
0	3	0.000590874	507	42
0	3	0.000576103	528	44
0	3	0.000470089	552	46
0	3	0.00043198	580	48
0	3	0.000427513	613	50
0	3	0.000296619	641	52
0	4	0.000744707	646	2
0	4	0.000813469	651	4
0	4	0.000740107	657	6
0	4	0.00083364	663	8
0	4	0.000494165	670	10
0	4	0.000915687	680	12
0	4	0.000731836	689	14
0	4	0.000565472	699	16
0	4	0.000628084	707	18
0	4	0.000477313	716	20
0	4	0.000413617	726	22
0	4	0.00048301	739	24
0	4	0.000426191	750	26
0	4	0.000393992	763	28
0	4	0.000445836	777	30
0	4	0.000333933	792	32
0	4	0.000281544	807	34
0	4	0.000319652	824	36
0	4	0.000284294	843	38
0	4	0.000278992	860	40
0	4	0.00029011	881	42
0	4	0.000246521	899	44
0	4	0.000234231	925	46
0	4	0.000214368	947	48
0	4	0.000186147	972	50
0	4	0.000203743	998	52
0	4	0.000227809	1029	54
0	4	0.000159835	1058	56
0	4	0.000170776	1095	58
0	4	0.000160916	1129	60
0	4	0.000174279	1171	62
0	4	0.000133508	1206	64
0	4	0.000316172	1249	66
0	4	0.000126054	1294	68
