step	level	max error	mean error	time
0	0	0.0760533	0.0100984	0.002003
0	1	0.057802	0.00740931	0.005005
0	2	0.0102517	0.0022356	0.008025
0	3	0.0103451	0.00168807	0.010001
0	4	0.00523121	0.00113831	0.014152
0	5	0.00362052	0.000734173	0.017001
0	6	0.00345021	0.000815978	0.020017
0	7	0.00276825	0.000556323	0.023084
0	8	0.00158233	0.000398352	0.025084
0	9	0.00224479	0.000528308	0.027087
0	10	0.001803	0.000364295	0.029085
0	11	0.00118444	0.000258431	0.031086
0	12	0.00122651	0.00029718	0.033084
0	13	0.00154654	0.000302394	0.036083
0	14	0.000927384	0.000187206	0.038085
0	15	0.000992664	0.000179919	0.040085
0	16	0.000702717	0.000165791	0.042084
0	17	0.000441956	0.000101471	0.045081
0	18	0.000442824	8.17612e-005	0.047091
0	19	0.000333056	7.56636e-005	0.050083
0	20	0.000504862	0.000115984	0.053129
0	21	0.000271892	4.79254e-005	0.055086
0	22	0.000249687	7.23683e-005	0.057083
0	23	0.000203001	3.98393e-005	0.059085
0	24	0.000202052	5.06736e-005	0.061085
0	25	0.00016541	3.21188e-005	0.064086
0	26	0.000182263	3.3245e-005	0.066084
0	27	0.000200487	3.77854e-005	0.069085
0	28	0.000132912	2.58313e-005	0.071625
0	29	8.22057e-005	1.69029e-005	0.074185
