step	level	max error	mean error	time
0	0	0.130535	0.0388567	0.007009	8
0	1	0.0687546	0.0202767	0.013	8
0	2	0.0121158	0.00232063	0.026999	16
0	3	0.00308831	0.000524987	0.083003	32
0	4	0.00299784	0.000572661	0.097998	16
0	5	0.00236467	0.000420545	0.114998	16
0	6	0.00233351	0.000465705	0.132014	16
0	7	0.00164242	0.000342761	0.148	16
0	8	0.00039764	0.000306971	0.164002	16
0	9	0.000326439	0.000267771	0.177997	16
0	10	0.000227167	1.91865e-005	0.428034	64
0	11	0.000176572	3.18966e-005	0.446003	16
0	12	0.000149185	2.01862e-005	0.500999	32
0	13	9.58284e-005	1.91167e-005	0.560034	32
0	14	8.58975e-005	1.54413e-005	0.614008	32
0	15	7.50992e-005	1.37525e-005	0.668999	32
0	16	5.30379e-005	4.80432e-006	0.919001	64
0	17	3.34232e-005	6.62858e-006	0.971	32
0	18	1.37929e-005	1.41921e-005	0.978006	8
