step	level	max error	mean error	time
0	0	0.107488	0.0582864	0.001
0	0	0.115484	0.0409177	0.002002
0	0	0.103439	0.0234719	0.004013
0	0	0.0760533	0.0100984	0.006001
0	0	0.0585734	0.00628172	0.008001
0	0	0.01679	0.00321125	0.009003
0	0	0.0133835	0.00183014	0.011
0	0	0.0133935	0.00121654	0.014005
0	0	0.00348599	0.000601999	0.016002
0	0	0.00307213	0.000489232	0.018001
0	0	0.00243031	0.000400617	0.02
0	0	0.00287637	0.000347729	0.023001
0	0	0.00236407	0.00026302	0.026002
0	0	0.00279722	0.000213068	0.028999
0	0	0.00233577	0.000133431	0.032001
0	0	0.00287281	8.46409e-005	0.035002
0	0	7.06542e-016	2.39103e-016	0.040007
0	0	7.06542e-016	2.39103e-016	0.040007
