step	level	max error	mean error	time
0	0	0.0470852	0.00771559	0.007005
0	1	0.0267967	0.00489634	0.013014
0	2	0.0310717	0.00459425	0.019999
0	3	0.0132335	0.0022804	0.027249
0	4	0.0115339	0.00253246	0.03423
0	5	0.00825209	0.00187202	0.042231
0	6	0.0390086	0.0058762	0.050548
0	7	0.00734226	0.0016207	0.056589
0	8	0.00657871	0.00118368	0.06546
0	9	0.00396857	0.000753116	0.073022
0	10	0.00493936	0.00093261	0.080317
0	11	0.00461257	0.000899716	0.089413
0	12	0.00527424	0.000905719	0.099413
0	13	0.00579434	0.000965648	0.109414
0	14	0.00382113	0.000518338	0.119413
0	15	0.00561025	0.00108768	0.129155
0	16	0.00341566	0.000632274	0.137158
0	17	0.00341132	0.000754495	0.145157
0	18	0.00394722	0.000616293	0.151157
0	19	0.00238984	0.000419552	0.15841
0	20	0.00347053	0.000469861	0.166459
0	21	0.00338783	0.000640411	0.174554
0	22	0.00425646	0.000673669	0.182077
0	23	0.00205651	0.000379257	0.190078
0	24	0.00212337	0.00042235	0.198481
0	25	0.00446452	0.000662311	0.207176
0	26	0.00341898	0.000498308	0.216229
0	27	0.00220162	0.000518887	0.224176
0	28	0.00156049	0.000288254	0.234178
0	29	0.00168473	0.000435784	0.241216
0	30	0.00144584	0.000316262	0.247296
0	31	0.00122804	0.000277279	0.254299
0	32	0.00133199	0.000230737	0.261296
0	33	0.00206433	0.000350148	0.26856
0	34	0.00139451	0.000234198	0.275559
0	35	0.0078076	0.00128524	0.284067
0	36	0.00216688	0.000383868	0.292043
0	37	0.00528945	0.000763154	0.301035
0	38	0.00124208	0.000267659	0.308408
0	39	0.000971026	0.000219301	0.316472
