step	level	max error	mean error	time
0	0	0.248324	0.0339799	0.017001
0	1	0.170909	0.0534964	0.031788
0	2	5.06865	0.162145	0.045848
0	3	0.329798	0.0107961	0.060931
0	4	0.131924	0.0142079	0.071929
0	5	0.0764517	0.0203388	0.083927
0	6	0.0487298	0.0174801	0.096927
0	7	0.0360153	0.0133618	0.110927
0	8	0.0265985	0.00495723	0.124929
0	9	0.0253827	0.00563147	0.136966
0	10	0.026413	0.00572709	0.151138
0	11	0.0216896	0.00543733	0.16314
0	12	0.0161607	0.00513518	0.177476
0	13	0.0295504	0.00591493	0.189533
0	14	0.016809	0.00503629	0.203551
0	15	0.0190672	0.00308766	0.215339
0	16	0.0184752	0.00412063	0.228036
0	17	0.0136165	0.00451917	0.240118
0	18	0.0123635	0.00267789	0.252853
0	19	0.0118834	0.00340904	0.266889
0	20	0.0130026	0.00431587	0.281248
0	21	0.0119247	0.00403128	0.293248
0	22	0.0527116	0.00302287	0.305248
0	23	0.0121308	0.00316821	0.318271
0	24	0.0101973	0.00252677	0.332265
0	25	0.00879065	0.00287435	0.345265
0	26	0.00887259	0.0028894	0.357986
0	27	0.00881372	0.00288627	0.370164
0	28	0.0341111	0.0033201	0.382162
0	29	0.0117194	0.00194223	0.397318
0	30	0.00706425	0.0018565	0.411317
0	31	0.0108115	0.00194828	0.425355
0	32	0.00766324	0.00235664	0.43799
0	33	0.012494	0.00261604	0.453024
0	34	0.00915619	0.00185422	0.467069
0	35	0.00961625	0.00197031	0.481864
0	36	0.00774078	0.00169613	0.494503
0	37	0.00956661	0.00303921	0.508397
0	38	0.00867739	0.00236474	0.520717
0	39	0.0109264	0.00171994	0.534446
0	40	0.00857056	0.00181128	0.546494
0	41	0.0162921	0.00249665	0.558745
0	42	0.0111148	0.00176906	0.571306
0	43	0.00642432	0.00170504	0.584022
0	44	0.00726204	0.00170839	0.60024
0	45	0.00755985	0.00251601	0.614014
0	46	0.00825181	0.00228203	0.626256
0	47	0.00577132	0.00163896	0.638569
0	48	0.00804198	0.00208295	0.65079
0	49	0.00536467	0.00160911	0.662645
0	50	0.11253	0.00439797	0.675839
0	51	0.00946951	0.0025395	0.688213
0	52	0.0136074	0.0032643	0.701474
0	53	0.10039	0.00407512	0.716615
0	54	0.00955891	0.00215883	0.730347
0	55	0.00861502	0.00228912	0.74236
0	56	0.00679608	0.00183654	0.75635
0	57	0.00461408	0.00132499	0.770936
0	58	0.00413205	0.00125428	0.784559
0	59	0.00966718	0.0015153	0.800862
0	60	0.00663454	0.00153355	0.813966
0	61	0.00405134	0.00123586	0.829804
0	62	0.00534374	0.00130427	0.843041
0	63	0.00444207	0.00127275	0.855041
0	64	0.00868048	0.00213484	0.868045
0	65	0.00637943	0.00173362	0.880041
0	66	0.00448252	0.00128988	0.892009
0	67	0.00703772	0.00170114	0.904059
0	68	0.0135987	0.00143986	0.918052
0	69	0.00799071	0.00152253	0.931116
0	70	0.00627795	0.0015063	0.944017
0	71	0.00496661	0.00142382	0.956206
0	72	0.0273663	0.00191742	0.969418
0	73	0.00588064	0.00125856	0.981568
0	74	0.00459903	0.00139261	0.993612
0	75	0.00628444	0.00171729	1.0075
0	76	0.00541598	0.00123235	1.0215
